scenario_family,seed,method,truth_exposure,distance_m,max_truth_risk,p95_truth_risk,high_risk_length_ratio,rain_effective_weight_mean,water_effective_weight_mean,water_effective_weight_p90,fallback_fraction,low_reliability_water_usage,source_disagreement_fraction
dual_center,9208,S0_shortest,0.4859226430082289,10950.795041533209,0.6215242136421882,0.592657049526691,0.10182645074074845,,,0.0,,0.0,0.0
dual_center,9208,S1_rain_only,0.4545380411192358,11253.083586348912,0.5905693553581219,0.5561401692632914,0.0596741671826635,,,0.0,,0.0,0.0
dual_center,9208,S2_v1_redundant_naive,0.4570825281355178,11165.938901737294,0.5951652560022826,0.561591528655695,0.061283248056761636,,,0.0,,0.0,0.0
dual_center,9208,S3_v2_local_naive,0.45709929736516336,11165.369818822403,0.5951652560022826,0.561591528655695,0.061283248056761636,,,0.0,,0.0,0.0
dual_center,9208,S4_v2_reliability_universal,0.4562328182805943,11204.096165215913,0.5935969822548386,0.5596830549201643,0.06402053594597157,0.9209849301417382,0.24046856288212135,0.6691998361526555,0.0,0.30551374509899576,0.7574156435338951
dual_center,9208,S5_v2_reliability_source_specific,0.45588543411721405,11215.017048018379,0.5930514901143878,0.5590456140551833,0.06255585679796567,0.9209849301417364,0.18029617503372616,0.5071797515896299,0.0,0.3043760636267674,0.7590931437992765
dual_center,9209,S0_shortest,0.4832380477764183,10950.795041533209,0.6202459143001778,0.5909440775227927,0.1114698407837375,,,0.0,,0.0,0.0
dual_center,9209,S1_rain_only,0.4509569041062201,11244.870191103866,0.5866761297423744,0.552976038578727,0.05969993242909302,,,0.0,,0.0,0.0
dual_center,9209,S2_v1_redundant_naive,0.4532681980677437,11166.972832143547,0.5919224506669073,0.5580111607711298,0.06137844646765841,,,0.0,,0.0,0.0
dual_center,9209,S3_v2_local_naive,0.4532765530067721,11166.474017361386,0.5919224506669073,0.5580111607711298,0.06137844646765841,,,0.0,,0.0,0.0
dual_center,9209,S4_v2_reliability_universal,0.45229704687321376,11213.185609425076,0.5899663453286487,0.5559704218480976,0.06269131978342297,0.9209849301417293,0.23770292551260913,0.6697657910867448,0.0,0.30823431504986726,0.7716680768117986
dual_center,9209,S5_v2_reliability_source_specific,0.4520929637029375,11219.730669730798,0.5890410749626588,0.5553798382812974,0.062691780310696,0.9209849301417214,0.17408042331566467,0.5001854495164507,0.0,0.3065222647823393,0.7747233166937376
dual_center,9210,S0_shortest,0.48267175787203753,10950.795041533209,0.620303883389209,0.5916805684485299,0.09829975617378672,,,0.0,,0.0,0.0
dual_center,9210,S1_rain_only,0.45005248851426405,11242.229964040313,0.587627086777083,0.5528163365636417,0.055248401015617385,,,0.0,,0.0,0.0
dual_center,9210,S2_v1_redundant_naive,0.452434446069351,11165.451232799081,0.5919437339017682,0.5579132995987393,0.056749444607899116,,,0.0,,0.0,0.0
dual_center,9210,S3_v2_local_naive,0.452434446069351,11165.451232799081,0.5919437339017682,0.5579132995987393,0.056749444607899116,,,0.0,,0.0,0.0
dual_center,9210,S4_v2_reliability_universal,0.4514911313637665,11205.772152415648,0.590669788488705,0.5561438786470205,0.05885797665603234,0.920984930141737,0.23696616568960585,0.666142974679161,0.0,0.30435242510610405,0.7614877168159957
dual_center,9210,S5_v2_reliability_source_specific,0.45125958969183816,11212.50225299814,0.5901616910656149,0.5555328869894086,0.0581160094422216,0.9209849301417288,0.17546399980995547,0.498494448705766,0.0,0.3018298831250289,0.762724163809475
dual_center,9211,S0_shortest,0.48371403236003374,10950.795041533209,0.6221212922030678,0.5918473924235769,0.11027685065866155,,,0.0,,0.0,0.0
dual_center,9211,S1_rain_only,0.4504552222111924,11253.083586348912,0.5889652344176883,0.5525143105552467,0.061476612385042206,,,0.0,,0.0,0.0
dual_center,9211,S2_v1_redundant_naive,0.45187426240851386,11210.177681470972,0.5910355906083277,0.5555063414561067,0.061661218973784696,,,0.0,,0.0,0.0
dual_center,9211,S3_v2_local_naive,0.45187426240851386,11210.177681470972,0.5910355906083277,0.5555063414561067,0.061661218973784696,,,0.0,,0.0,0.0
dual_center,9211,S4_v2_reliability_universal,0.45185848954469865,11228.864780359236,0.5911998330660463,0.5552033604719876,0.06594093327705189,0.9209849301417274,0.24403433493169344,0.6741605734973563,0.0,0.3094945196052182,0.7612976256815848
dual_center,9211,S5_v2_reliability_source_specific,0.45168170521629575,11230.233668421435,0.5909076406181973,0.5549345162863233,0.06520884743945513,0.9209849301417251,0.18037259492712485,0.505430748832169,0.0,0.30742572341085433,0.7632608774915304
dual_center,9212,S0_shortest,0.48345805836662076,10950.795041533209,0.621347093960719,0.5922312151057784,0.10887818073048572,,,0.0,,0.0,0.0
dual_center,9212,S1_rain_only,0.45046201262703744,11253.083586348912,0.5878171384076246,0.5516030893880709,0.05900294487784153,,,0.0,,0.0,0.0
dual_center,9212,S2_v1_redundant_naive,0.4518968983205232,11209.14375106472,0.5904471496280169,0.554874808168998,0.059187326480919934,,,0.0,,0.0,0.0
dual_center,9212,S3_v2_local_naive,0.4525148214522276,11199.589821592554,0.5915881858523009,0.5560836028414663,0.06065404123972465,,,0.0,,0.0,0.0
dual_center,9212,S4_v2_reliability_universal,0.451817155270788,11224.545097555216,0.5901429419954706,0.5545016910393792,0.06195099396360179,0.9209849301417343,0.23881053849407374,0.6634306585423081,0.0,0.30621614821497944,0.7676898732778286
dual_center,9212,S5_v2_reliability_source_specific,0.4517999689230119,11225.083017342706,0.5901429419954706,0.5545016910393792,0.061951448498795775,0.9209849301417314,0.1786367009952217,0.5012259389707153,0.0,0.3061195120750782,0.7697260431981773
moving_center,9201,S0_shortest,0.405317893283069,10950.795041533209,0.5176373910649641,0.48984908898254004,0.0002760051818880705,,,0.0,,0.0,0.0
moving_center,9201,S1_rain_only,0.3910297183785702,11128.555551019315,0.5079774964367226,0.4742991379083951,3.395206018169757e-05,,,0.0,,0.0,0.0
moving_center,9201,S2_v1_redundant_naive,0.3939842013545618,11057.530761036765,0.5090204022321952,0.47819270077916176,5.974990309784825e-05,,,0.0,,0.0,0.0
