case_category,u,v,key,rain_truth,water_truth,planner_rain_component,planner_water_component,rain_only_risk,fusion_risk,edge_cost,selected_by_rain_route,selected_by_perfect_route,rain_risk_rank,fusion_risk_rank,risk_rank_change
better,11196049813,11196049350,0,0.0625453875487367,0.011826775,0.03439996315180519,0.0023653551,0.29635117376716247,0.24893044064542746,110.18082320297908,True,True,119.0,119.0,0.0
better,11235672142,11235672143,0,0.8222395569992823,0.07023745,0.45223175634960533,0.01404749,0.7147281324720554,0.6073130187769874,31.96068708232115,True,False,53.0,54.0,1.0
better,11235672143,2299600559,0,0.8222395569992823,0.073813826,0.45223175634960533,0.014762766,0.7651450187831808,0.6499231532936037,589.527533351669,True,False,30.0,31.0,1.0
better,11262736358,13284183333,0,0.21569263394374882,0.034079686,0.11863094866906186,0.0068159373,0.49992298909281946,0.4222824385452209,159.61473969216237,True,True,96.0,96.0,0.0
better,11262736379,11262736390,0,0.22645973902608357,0.036441423,0.12455285646434598,0.0072882846,0.49833065262163656,0.42134911435118133,119.06247794618712,True,True,98.0,98.0,0.0
better,11262736390,2699955983,0,0.315344221730392,0.039874684,0.17343932195171563,0.007974937,0.522608132147409,0.44215255746710425,1306.4162158635986,True,True,92.0,93.0,1.0
better,11834590996,13286867583,0,0.08235590010284288,0.013825787,0.04529574505656359,0.0027651575,0.39771743387137537,0.3337354927647005,343.90469578482663,True,True,110.0,110.0,0.0
better,11834591015,12916954837,0,0.12735856956905334,0.018714199,0.07004721326297934,0.00374284,0.4352337404629095,0.36581381685953207,44.778459158818,True,True,107.0,107.0,0.0
better,12105698519,2402263661,0,0.7344793010919004,0.07183079,0.4039636156005453,0.014366157,0.7839708516771626,0.6652808408584059,33.653763186782385,True,True,17.0,17.0,0.0
better,12916954834,1117054015,0,0.12735856956905334,0.018354468,0.07004721326297934,0.0036708936,0.39387189142659623,0.3312856541967667,385.5180615698738,True,True,111.0,111.0,0.0
better,12916954837,12916954834,0,0.12735856956905334,0.018889094,0.07004721326297934,0.0037778188,0.40534004425465897,0.34093155250747864,468.2628699224222,True,True,109.0,109.0,0.0
better,13284183333,13284183344,0,0.22645973902608357,0.035939425,0.12455285646434598,0.007187885,0.508376913015076,0.42963733171756774,61.18683466086282,True,True,95.0,95.0,0.0
better,13284183344,11262736379,0,0.22645973902608357,0.035644826,0.12455285646434598,0.007128965,0.5133374338124663,0.4337219991017109,36.803692521739634,True,True,94.0,94.0,0.0
better,13286867583,5594915681,0,0.12735856956905334,0.018425992,0.07004721326297934,0.0036851985,0.34027649837438034,0.2866347472717677,382.42048884150125,True,True,116.0,116.0,0.0
better,13384556533,2699956003,0,0.12735856956905334,0.018185826,0.07004721326297934,0.0036371653,0.4548998649686563,0.38211419181028905,153.8777016073236,True,True,102.0,102.0,0.0
better,13939563788,9657438681,0,0.3455101246933897,0.03803514,0.19003056858136436,0.007607028,0.4938748347373661,0.4179015521880534,68.78855004150674,True,True,99.0,99.0,0.0
