u,v,length,shortest_cost,risk_cost,trusted_cost
500016507,500017000,153.84505303037434,153.84505303037434,672.6505962207912,711.5710362149179
500016511,8109971662,332.12081690535985,332.12081690535985,1512.0835518559527,1772.2671211974914
500016887,500017668,152.96631183835436,152.96631183835436,724.5333801644612,763.2315121079832
500016887,500016970,135.73636066573044,135.73636066573044,582.5808046629411,616.9200230924649
500016887,500017000,327.4865852519997,327.4865852519997,1409.1525301352779,1492.0016158817364
500016892,500016968,114.07234442708618,114.07234442708618,502.5631115527595,531.4216659801625
500016892,9200052964,173.96323628559782,173.96323628559782,761.5224972652004,805.53252921404
500016892,500017649,80.41316889701196,80.41316889701196,363.69123634462255,384.0345353532415
500016968,9655569174,62.62278860950818,62.62278860950818,269.329714125063,285.17231964491697
500016970,10556743818,76.68348177345476,76.68348177345476,344.1575885219944,363.55733386392103
500017649,7637463224,156.5060932818454,156.5060932818454,743.6693947258767,783.2630371102609
500017668,6261187076,32.471194622473,32.471194622473,161.17571505292292,169.3904295136606
500017668,13072612795,378.7827397060266,378.7827397060266,1884.574121969514,1980.4003484301636
500020956,5435914326,214.75388055027514,214.75388055027514,923.2426505619168,1117.537263034349
500020956,1492216617,139.31524336767626,139.31524336767626,582.6802186742325,724.9693247597882
500020956,1492216750,318.4779146332901,318.4779146332901,1450.0561768550788,1657.2968839687774
500020962,500023137,322.78130542644885,322.78130542644885,1499.4158862403788,1581.0746083222366
500020962,500021304,181.35607651969633,181.35607651969633,829.5363117527774,875.4166189496655
500020962,598508320,100.87379635696033,100.87379635696033,467.75986916040335,493.27939325791004
500020962,6267508958,82.32288292448848,82.32288292448848,370.8767231260897,391.70315050801844
500020974,2784845998,112.18655266367269,112.18655266367269,550.8651355111679,579.246613531344
500020974,598508320,899.5895294333318,899.5895294333318,4324.708354156411,4552.290714524814
500020974,5192594785,589.283691236912,589.283691236912,2886.0544266508155,3253.0657696787284
500020991,500020997,199.3836855229083,199.3836855229083,917.8772056326223,1079.9856759539175
500020991,8148654288,131.51817619214813,131.51817619214813,618.2270169136573,789.1090571528888
